City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
246,Hay River,CA,2021-12-17 04:37:29,60.8156,-115.7999,-20.22,76,75,5.75
247,Semey,KZ,2021-12-17 04:37:29,50.4111,80.2275,23.22,68,0,8.95
248,Kamenka,RU,2021-12-17 04:37:29,51.3223,42.7678,30.74,99,100,5.35
249,Naze,JP,2021-12-17 04:37:30,28.3667,129.4833,63.52,65,94,24.58
250,Bethel,US,2021-12-17 04:37:30,41.3712,-73.414,58.17,66,100,1.01
251,Aksarka,RU,2021-12-17 04:37:30,66.5606,67.7975,-6.57,91,100,9.44
252,Port Keats,AU,2021-12-17 04:37:31,-14.25,129.55,91.47,62,94,10.31
253,Beloha,MG,2021-12-17 04:37:31,-25.1667,45.05,85.78,50,25,7.61
254,Daru,PG,2021-12-17 04:37:31,-9.0763,143.2092,83.34,84,99,9.98
255,Morehead,US,2021-12-17 04:36:05,37.2711,-87.1764,50.14,96,90,0.0
256,Qui Nhon,VN,2021-12-17 04:37:32,13.7667,109.2333,77.58,85,100,18.72
257,Vostok,RU,2021-12-17 04:37:32,46.4856,135.8833,-10.34,85,71,7.67
258,Salinopolis,BR,2021-12-17 04:37:33,-0.6136,-47.3561,79.56,84,100,7.92
259,Red Bluff,US,2021-12-17 04:37:33,40.1785,-122.2358,43.57,93,20,4.61
260,Mazinde,TZ,2021-12-17 04:37:33,-4.8,38.2167,75.36,78,70,1.74
261,Sambava,MG,2021-12-17 04:37:34,-14.2667,50.1667,80.06,70,19,7.52
262,Tasiilaq,GL,2021-12-17 04:37:34,65.6145,-37.6368,35.76,99,99,6.46
263,Ulaanbaatar,MN,2021-12-17 04:36:08,47.9077,106.8832,-9.27,77,40,0.0
264,Deming,US,2021-12-17 04:37:34,32.2687,-107.7586,48.24,56,1,5.75
265,Guerrero Negro,MX,2021-12-17 04:37:35,27.9769,-114.0611,60.13,65,100,14.29
266,Takoradi,GH,2021-12-17 04:37:35,4.8845,-1.7554,78.89,85,44,4.52
267,Whitehorse,CA,2021-12-17 04:37:35,60.7161,-135.0538,-4.99,76,90,21.0
268,Narsaq,GL,2021-12-17 04:37:36,60.9167,-46.05,16.02,77,52,5.21
269,Togur,RU,2021-12-17 04:37:36,58.3631,82.8265,13.71,95,100,6.35
270,Catuday,PH,2021-12-17 04:37:36,16.2923,119.8062,81.79,64,76,7.49
271,Yerbogachen,RU,2021-12-17 04:37:37,61.2767,108.0108,-10.93,97,100,5.08
272,Alghero,IT,2021-12-17 04:37:37,40.5589,8.3181,39.29,100,0,2.3
273,Dhone,IN,2021-12-17 04:38:37,15.4167,77.8833,76.42,43,12,6.02
274,Wana,PK,2021-12-17 04:38:38,32.2989,69.5725,44.73,12,0,2.98
275,General Salgado,BR,2021-12-17 04:38:38,-20.6483,-50.3606,69.06,97,100,6.53
276,Joshimath,IN,2021-12-17 04:38:38,30.5667,79.5667,47.95,25,0,3.89
277,Aleksandrov Gay,RU,2021-12-17 04:38:39,50.147,48.5704,30.45,97,66,8.16
278,San Julian,MX,2021-12-17 04:38:39,21.0167,-102.1667,58.05,32,2,3.31
279,Victoria,HK,2021-12-17 04:38:40,22.2855,114.1577,78.19,64,100,10.0
280,Fairfield,US,2021-12-17 04:38:40,41.2668,-73.3162,58.24,73,1,1.01
281,Thompson,CA,2021-12-17 04:38:41,55.7435,-97.8558,-9.24,77,20,9.22
282,Erzin,TR,2021-12-17 04:38:41,36.9559,36.2,46.92,73,12,5.26
283,Deputatskiy,RU,2021-12-17 04:38:41,69.3,139.9,-24.79,93,94,1.66
284,Aracati,BR,2021-12-17 04:38:42,-4.5617,-37.7697,80.24,76,28,11.36
285,Gat,IL,2021-12-17 04:38:42,31.61,34.7642,56.39,100,97,6.4
286,Uruguaiana,BR,2021-12-17 04:38:42,-29.7547,-57.0883,73.33,60,0,11.5
287,Lodja,CD,2021-12-17 04:38:43,-3.4833,23.4333,68.27,98,97,0.96
288,Hartford,US,2021-12-17 04:35:43,41.7668,-72.7662,57.58,74,1,1.01
289,Puerto Escondido,MX,2021-12-17 04:38:43,15.85,-97.0667,77.29,74,11,4.07
290,Abu Samrah,SY,2021-12-17 04:38:43,35.3029,37.1841,46.42,91,29,1.5
291,Mecca,SA,2021-12-17 04:38:41,21.4267,39.8261,73.47,78,100,1.88
292,Magadan,RU,2021-12-17 04:38:44,59.5667,150.8,2.53,84,100,18.37
293,Sur,OM,2021-12-17 04:38:44,22.5667,59.5289,72.72,52,2,4.18
