City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Ternate,ID,2021-12-17 04:38:45,0.8,127.4,85.59,70,38,7.54
295,Honiara,SB,2021-12-17 04:38:45,-9.4333,159.95,84.15,80,89,2.37
296,Hasaki,JP,2021-12-17 04:38:45,35.7333,140.8333,54.28,75,100,6.02
297,Hovd,MN,2021-12-17 04:38:46,48.0056,91.6419,10.67,59,26,0.51
298,Veraval,IN,2021-12-17 04:38:46,20.9,70.3667,71.58,29,0,14.38
299,Strakonice,CZ,2021-12-17 04:38:46,49.2614,13.9024,37.65,82,11,5.19
300,Kaeo,NZ,2021-12-17 04:38:47,-35.1,173.7833,73.33,59,24,10.85
301,Carutapera,BR,2021-12-17 04:38:47,-1.195,-46.02,77.38,91,97,6.13
302,Camacari,BR,2021-12-17 04:38:47,-12.6975,-38.3242,78.57,93,72,4.16
303,Necochea,AR,2021-12-17 04:38:48,-38.5473,-58.7368,69.04,61,7,13.42
304,Acapulco,MX,2021-12-17 04:38:48,16.8634,-99.8901,78.62,89,1,2.3
305,Sines,PT,2021-12-17 04:38:48,37.9562,-8.8698,50.29,75,8,7.0
306,Chapais,CA,2021-12-17 04:38:48,49.7834,-74.8492,35.38,92,100,18.79
307,Matamoros,MX,2021-12-17 04:38:49,25.5333,-103.25,66.11,40,100,1.48
308,Dera Bugti,PK,2021-12-17 04:38:49,29.0307,69.151,58.71,9,7,3.24
309,Gobabis,NA,2021-12-17 04:38:49,-22.45,18.9667,71.85,34,11,13.56
310,Khuzhir,RU,2021-12-17 04:38:50,53.1939,107.3397,19.15,56,99,9.93
311,Ketchikan,US,2021-12-17 04:36:30,55.3422,-131.6461,16.27,86,1,0.0
312,Bilma,NE,2021-12-17 04:38:50,18.6853,12.9164,57.15,32,88,10.54
313,Bac Lieu,VN,2021-12-17 04:38:51,9.285,105.7244,84.52,65,100,17.29
314,Salisbury,GB,2021-12-17 04:34:14,51.0693,-1.7957,49.48,76,90,5.75
315,Kloulklubed,PW,2021-12-17 04:38:51,7.0419,134.2556,86.5,74,100,10.0
316,Agirish,RU,2021-12-17 04:38:52,61.9247,63.0231,12.47,96,100,3.69
317,Viedma,AR,2021-12-17 04:39:52,-40.8135,-62.9967,70.72,54,100,5.95
318,Turan,VN,2021-12-17 04:34:54,16.0678,108.2208,80.58,65,75,4.61
319,Acarau,BR,2021-12-17 04:39:53,-2.8856,-40.12,80.2,76,100,15.37
320,Coatepeque,GT,2021-12-17 04:39:53,14.7,-91.8667,73.56,76,2,5.08
321,Goya,AR,2021-12-17 04:37:17,-29.14,-59.2626,67.75,47,31,5.23
322,Biak,ID,2021-12-17 04:39:53,-0.9131,122.8766,83.34,72,100,3.62
323,Marsh Harbour,BS,2021-12-17 04:35:27,26.5412,-77.0636,75.36,74,5,10.2
324,Safaga,EG,2021-12-17 04:39:54,26.7292,33.9365,62.35,50,100,13.58
325,Manokwari,ID,2021-12-17 04:39:54,-0.8667,134.0833,80.87,81,100,10.25
326,West Bay,KY,2021-12-17 04:39:54,19.3667,-81.4167,78.87,86,20,3.0
327,Mamboma,SL,2021-12-17 04:39:55,8.0833,-11.6833,72.39,99,95,1.59
328,Iralaya,HN,2021-12-17 04:39:55,15.0,-83.2333,78.39,85,100,12.33
329,Eureka,US,2021-12-17 04:35:22,40.8021,-124.1637,42.64,93,15,6.31
330,Souillac,MU,2021-12-17 04:39:56,-20.5167,57.5167,82.36,69,40,8.05
331,Mandalgovi,MN,2021-12-17 04:39:56,45.7625,106.2708,4.95,57,60,16.75
332,Oum Hadjer,TD,2021-12-17 04:39:56,13.2954,19.6966,66.92,31,32,8.37
333,Laramie,US,2021-12-17 04:39:57,41.3114,-105.5911,28.53,56,90,1.99
334,Rawson,AR,2021-12-17 04:39:57,-43.3002,-65.1023,64.8,68,16,9.42
335,Tashla,RU,2021-12-17 04:39:58,51.7716,52.7427,27.86,98,100,7.7
336,Baykit,RU,2021-12-17 04:39:58,61.67,96.37,-16.31,99,68,1.74
337,Southbridge,US,2021-12-17 04:39:58,42.0751,-72.0334,55.99,66,100,4.0
338,Lokomotivnyy,RU,2021-12-17 04:39:59,53.0118,60.5684,21.33,94,100,11.23
339,Beitbridge,ZW,2021-12-17 04:39:59,-22.2167,30.0,68.52,79,100,24.85
340,Turochak,RU,2021-12-17 04:39:59,52.2576,87.1224,26.71,90,100,2.66
341,Axim,GH,2021-12-17 04:39:59,4.8699,-2.2405,78.71,86,53,4.16
342,Maniwaki,CA,2021-12-17 04:40:00,46.3834,-75.966,45.14,57,79,21.85
343,Warrington,GB,2021-12-17 04:40:00,53.3925,-2.5802,48.31,93,90,1.14
344,Dauphin,CA,2021-12-17 04:40:01,51.1494,-100.0502,-2.06,71,90,5.75
345,Berdigestyakh,RU,2021-12-17 04:40:01,62.0989,126.6992,-11.33,98,100,2.98
346,Sydney Mines,CA,2021-12-17 04:40:01,46.2367,-60.2177,39.81,95,90,10.0
347,Henties Bay,NA,2021-12-17 04:40:02,-22.116,14.2845,56.86,84,50,0.74
348,Pingliang,CN,2021-12-17 04:40:02,35.5392,106.6861,29.97,47,100,5.59
349,Eha Amufu,NG,2021-12-17 04:40:02,6.6592,7.7596,66.61,29,100,2.68
350,Cap Malheureux,MU,2021-12-17 04:40:03,-19.9842,57.6142,82.47,68,7,5.01
351,Pitimbu,BR,2021-12-17 04:40:03,-7.4706,-34.8086,79.39,81,5,8.99
352,Talnakh,RU,2021-12-17 04:40:03,69.4865,88.3972,-35.81,100,85,0.27
353,Ginir,ET,2021-12-17 04:40:04,7.1333,40.7,63.27,53,40,2.73
354,Sao Joao Da Barra,BR,2021-12-17 04:40:04,-21.6403,-41.0511,75.65,91,98,7.11
355,Marevo,RU,2021-12-17 04:40:04,57.3146,32.0804,31.98,95,100,7.0
356,Emerald,AU,2021-12-17 04:40:05,-23.5333,148.1667,91.54,33,0,13.8
357,Angoche,MZ,2021-12-17 04:40:05,-16.2325,39.9086,82.27,65,36,10.49
358,Phanom Sarakham,TH,2021-12-17 04:40:05,13.7479,101.3553,92.88,39,12,12.19
359,Abong Mbang,CM,2021-12-17 04:40:06,3.9833,13.1833,63.25,52,99,1.74
360,Yeppoon,AU,2021-12-17 04:40:06,-23.1333,150.7333,87.58,57,0,14.2
361,Cordoba,AR,2021-12-17 04:40:06,-31.4135,-64.1811,67.24,76,0,3.44
362,Lasa,IT,2021-12-17 04:40:07,46.6166,10.7002,36.48,52,3,4.27
363,Kavieng,PG,2021-12-17 04:40:07,-2.5744,150.7967,83.84,73,92,4.97
364,Camana,PE,2021-12-17 04:41:07,-16.6228,-72.7111,68.09,87,100,9.37
365,Puri,IN,2021-12-17 04:41:08,19.8,85.85,70.38,43,5,11.36
366,Pringsewu,ID,2021-12-17 04:41:08,-5.3582,104.9744,88.75,58,98,7.2
367,Hervey Bay,AU,2021-12-17 04:41:08,-25.2986,152.8535,87.04,57,11,13.51
368,Yabassi,CM,2021-12-17 04:41:09,4.457,9.9682,74.46,95,96,1.9
369,Hutchinson,US,2021-12-17 04:39:40,38.0608,-97.9298,40.32,66,1,0.0
370,Sidi Ali,DZ,2021-12-17 04:41:09,36.0998,0.4206,49.3,46,49,7.18
371,Arak,IR,2021-12-17 04:41:10,34.0917,49.6892,41.9,46,67,4.27
372,Kisangani,CD,2021-12-17 04:41:10,0.5167,25.2,71.01,97,99,1.5
373,Funehiki,JP,2021-12-17 04:41:10,37.4333,140.5833,48.99,81,99,6.98
374,Frontera,MX,2021-12-17 04:41:11,26.9333,-101.45,68.32,78,89,1.99
375,Praia,CV,2021-12-17 04:37:09,14.9215,-23.5087,72.14,78,75,8.05
376,Hami,CN,2021-12-17 04:41:11,42.8,93.45,24.04,47,24,2.15
377,Lishui,CN,2021-12-17 04:41:11,28.4604,119.9103,49.3,82,100,6.31
378,Moree,AU,2021-12-17 04:41:12,-29.4667,149.85,95.02,29,40,11.5
379,Kiunga,PG,2021-12-17 04:41:12,-6.1219,141.2906,84.87,88,99,2.89
380,Kristinehamn,SE,2021-12-17 04:41:12,59.3098,14.1081,40.98,76,55,5.3
381,Kamalia,PK,2021-12-17 04:41:13,30.7333,72.65,60.87,12,0,5.73
382,Marzuq,YE,2021-12-17 04:41:13,14.4,46.4667,66.51,38,6,1.79
383,Najran,SA,2021-12-17 04:41:13,17.4924,44.1277,47.05,25,1,2.98
384,Havelock,US,2021-12-17 04:41:14,34.8791,-76.9013,62.96,92,20,3.0
385,Burhanpur,IN,2021-12-17 04:41:14,21.3,76.2333,76.91,40,6,2.62
386,Villa Carlos Paz,AR,2021-12-17 04:41:15,-31.4241,-64.4978,63.9,46,0,1.01
387,Husavik,IS,2021-12-17 04:41:15,66.0449,-17.3389,44.51,72,100,15.3
388,Borova,UA,2021-12-17 04:41:15,50.1763,30.1043,38.75,85,100,13.4
389,Luxor,EG,2021-12-17 04:41:16,25.6989,32.6421,53.65,66,100,3.44
390,Diamantino,BR,2021-12-17 04:41:16,-14.4086,-56.4461,72.54,97,97,2.53
391,Katsuura,JP,2021-12-17 04:41:16,35.1333,140.3,51.91,72,68,11.81
392,Meridian,US,2021-12-17 04:40:39,43.6121,-116.3915,36.09,90,90,0.0
393,Mega,ET,2021-12-17 04:41:17,4.05,38.3,63.52,56,70,9.86
394,Kieta,PG,2021-12-17 04:41:17,-6.2167,155.6333,83.75,82,100,5.21
395,Panzhihua,CN,2021-12-17 04:41:18,26.5851,101.7128,62.73,47,27,1.59
396,Monduli,TZ,2021-12-17 04:41:18,-3.3,36.45,64.56,81,99,7.29
397,Banjar,ID,2021-12-17 04:41:18,-8.19,114.9675,87.66,75,82,3.09
398,Abha,SA,2021-12-17 04:41:18,18.2164,42.5053,48.45,71,0,4.61
399,Coahuayana,MX,2021-12-17 04:41:19,18.7333,-103.6833,72.54,95,6,3.15
400,Sao Filipe,CV,2021-12-17 04:41:19,14.8961,-24.4956,73.78,74,90,7.54
401,Vao,NC,2021-12-17 04:41:19,-22.6667,167.4833,75.49,67,2,12.46
402,Soufriere,LC,2021-12-17 04:41:20,13.8562,-61.0566,78.4,80,75,5.01
403,Caravelas,BR,2021-12-17 04:41:20,-17.7125,-39.2481,74.7,94,79,6.13
404,Sabha,LY,2021-12-17 04:41:21,27.0377,14.4283,48.13,66,0,6.13
405,Beira,MZ,2021-12-17 04:41:21,-19.8436,34.8389,77.09,94,75,3.44
406,Innisfail,AU,2021-12-17 04:41:21,-17.5333,146.0333,97.88,51,87,9.01
407,Caruray,PH,2021-12-17 04:41:22,10.3094,119.0128,79.54,97,100,36.53
408,Esqueda,MX,2021-12-17 04:41:22,30.7167,-109.5833,52.63,43,94,5.64
409,Oranjemund,NA,2021-12-17 04:42:22,-28.55,16.4333,66.24,54,50,5.88
410,Bakel,SN,2021-12-17 04:42:23,14.905,-12.4568,83.05,17,98,12.19
411,Cabo San Lucas,MX,2021-12-17 04:42:23,22.8909,-109.9124,73.51,81,100,1.99
412,Les Cayes,HT,2021-12-17 04:42:23,18.2,-73.75,73.72,82,4,3.94
413,High Rock,BS,2021-12-17 04:42:24,26.6208,-78.2833,66.22,67,25,12.59
414,Opunake,NZ,2021-12-17 04:42:24,-39.4556,173.8583,65.34,70,39,20.67
415,Banda Aceh,ID,2021-12-17 04:42:24,5.5577,95.3222,84.34,71,100,11.18
416,At-Bashi,KG,2021-12-17 04:42:25,41.1702,75.8106,11.89,63,0,0.78
417,Denham Springs,US,2021-12-17 04:42:25,30.4869,-90.9562,69.93,94,90,4.61
418,Ambilobe,MG,2021-12-17 04:42:25,-13.2,49.05,83.84,57,3,2.75
419,Yankton,US,2021-12-17 04:42:26,42.8711,-97.3973,24.12,86,1,3.44
420,Atchison,US,2021-12-17 04:42:26,39.563,-95.1216,37.99,45,3,6.4
421,Rundu,NA,2021-12-17 04:42:26,-17.9333,19.7667,67.71,81,91,4.65
422,Varkkallai,IN,2021-12-17 04:42:26,8.7341,76.7067,87.58,61,29,3.53
423,Seoul,KR,2021-12-17 04:37:27,37.5683,126.9778,27.91,36,20,18.41
424,Kodino,RU,2021-12-17 04:42:27,63.7198,39.6447,17.85,98,98,2.75
425,Bay Roberts,CA,2021-12-17 04:42:27,47.5999,-53.2648,18.03,64,43,3.06
426,Portland,US,2021-12-17 04:42:20,45.5234,-122.6762,44.98,94,40,3.0
427,Acajutla,SV,2021-12-17 04:42:28,13.5928,-89.8275,80.06,69,91,6.11
428,Mapiripan,CO,2021-12-17 04:42:28,2.8892,-72.1256,74.23,90,85,3.8
429,Nizhniy Baskunchak,RU,2021-12-17 04:42:29,48.2198,46.8311,32.77,96,12,6.8
430,Bowen,AU,2021-12-17 04:42:29,-20.0167,148.2333,89.82,56,38,19.57
431,Camocim,BR,2021-12-17 04:42:29,-2.9022,-40.8411,79.61,79,78,13.69
432,Kaili,ID,2021-12-17 04:42:30,-3.4626,120.2147,75.6,89,100,3.42
433,Faya,SA,2021-12-17 04:42:30,18.3851,42.4509,48.72,45,17,4.18
434,Baherden,TM,2021-12-17 04:42:30,38.4362,57.4316,48.87,26,0,3.69
435,Kashan,IR,2021-12-17 04:42:30,33.9831,51.4364,46.26,33,32,0.81
436,Markdorf,DE,2021-12-17 04:42:31,47.7167,9.4,40.17,97,75,0.0
437,Dunedin,NZ,2021-12-17 04:42:28,-45.8742,170.5036,62.8,55,45,3.0
438,Araouane,ML,2021-12-17 04:42:31,18.9048,-3.5265,71.37,23,16,10.13
439,Bafang,CM,2021-12-17 04:42:32,5.1563,10.1788,63.01,52,100,2.89
440,Edd,ER,2021-12-17 04:42:32,13.9297,41.6925,79.86,56,6,15.75
441,Korla,CN,2021-12-17 04:42:32,41.7597,86.1469,27.73,49,1,6.8
442,Gigmoto,PH,2021-12-17 04:42:33,13.7796,124.39,81.75,89,100,16.82
443,Phu Ly,VN,2021-12-17 04:42:33,20.5411,105.9139,73.04,61,100,11.65
444,Bonthe,SL,2021-12-17 04:42:33,7.5264,-12.505,78.12,87,64,3.2
445,Shar,KZ,2021-12-17 04:42:34,49.5886,81.0453,16.07,81,100,16.87
446,Jutiapa,GT,2021-12-17 04:42:34,14.2833,-89.9,63.3,92,29,5.03
447,Ko Samui,TH,2021-12-17 04:42:34,9.5357,99.9357,85.91,70,75,11.5
448,Bantou,CN,2021-12-17 04:42:35,26.2151,117.4893,56.44,85,100,3.71
449,San Ignacio,BZ,2021-12-17 04:42:35,17.1561,-89.0714,71.74,100,0,4.61
450,Aginskoye,RU,2021-12-17 04:42:35,51.1,114.53,6.01,64,50,10.98
451,Lamu,KE,2021-12-17 04:42:36,-2.2717,40.902,80.82,76,72,7.94
452,Indianola,US,2021-12-17 04:42:36,41.3581,-93.5574,30.06,79,8,2.59
453,Areosa,PT,2021-12-17 04:42:36,41.7178,-8.8571,52.92,62,45,6.04
454,Yulara,AU,2021-12-17 04:42:37,-25.2406,130.9889,109.24,10,2,17.27
455,Villazon,BO,2021-12-17 04:42:37,-22.0866,-65.5942,48.24,73,55,12.39
456,Tessalit,ML,2021-12-17 04:43:37,20.1986,1.0114,66.11,22,2,11.05
457,Eyl,SO,2021-12-17 04:43:38,7.9803,49.8164,79.52,73,100,20.24
458,Yaan,NG,2021-12-17 04:43:38,7.3833,8.5667,71.31,29,100,5.26
459,Alvorada,BR,2021-12-17 04:43:38,-12.48,-49.1247,70.79,95,100,2.3
460,Namatanai,PG,2021-12-17 04:43:39,-3.6667,152.4333,84.88,71,99,9.35
461,Presidencia Roque Saenz Pena,AR,2021-12-17 04:43:39,-26.7852,-60.4388,70.88,53,72,5.28
462,Zatoka,UA,2021-12-17 04:43:39,46.0725,30.4654,39.74,96,98,19.42
463,Pimentel,PE,2021-12-17 04:43:40,-6.8367,-79.9342,66.78,86,95,12.3
464,Novobirilyussy,RU,2021-12-17 04:43:40,56.9514,90.6661,15.62,94,100,7.76
465,Napasar,IN,2021-12-17 04:43:40,27.9667,73.55,59.86,23,23,4.12
466,Arman,RU,2021-12-17 04:43:41,59.7,150.1667,3.02,91,100,17.07
467,Gladstone,AU,2021-12-17 04:40:16,-23.85,151.25,84.13,48,0,13.8
468,Port Moresby,PG,2021-12-17 04:43:41,-9.4431,147.1797,85.33,73,84,9.19
469,Rudbar,AF,2021-12-17 04:43:41,30.15,62.6,47.19,21,97,5.01
470,Middle Island,US,2021-12-17 04:43:42,40.8843,-72.9373,57.58,86,1,4.0
471,Pavlikeni,BG,2021-12-17 04:43:42,43.2428,25.3219,38.43,81,98,10.63
472,Puerto Narino,CO,2021-12-17 04:43:43,-3.7703,-70.3831,75.15,99,100,1.12
473,Ixtapa,MX,2021-12-17 04:43:43,20.7,-105.2,71.22,94,1,0.0
474,Perth,AU,2021-12-17 04:40:04,-31.9333,115.8333,73.02,53,75,19.57
475,Kologriv,RU,2021-12-17 04:43:43,58.8275,44.3178,29.59,97,100,4.47
476,Williston,US,2021-12-17 04:43:44,48.147,-103.618,7.92,79,100,1.01
477,Bonavista,CA,2021-12-17 04:43:44,48.6499,-53.1147,18.12,64,80,4.09
478,Varkaus,FI,2021-12-17 04:43:44,62.3153,27.873,30.31,92,26,8.55
479,Ures,MX,2021-12-17 04:43:45,29.4333,-110.4,60.85,56,100,0.34
480,Salta,AR,2021-12-17 04:40:32,-24.7859,-65.4117,70.09,86,90,4.61
481,Saint-Georges,GD,2021-12-17 04:43:45,12.0564,-61.7485,76.68,83,20,12.66
482,Leningradskiy,RU,2021-12-17 04:43:46,69.3833,178.4167,-12.35,96,100,3.69
483,Pisco,PE,2021-12-17 04:43:46,-13.7,-76.2167,68.05,77,0,4.61
484,Mookane,BW,2021-12-17 04:43:46,-23.688,26.6595,67.8,86,67,13.85
485,Vila Velha,BR,2021-12-17 04:43:47,-20.3297,-40.2925,78.75,83,20,8.99
486,Sao Felix Do Xingu,BR,2021-12-17 04:43:47,-6.6447,-51.995,71.96,100,100,0.94
487,Los Pozos,VE,2021-12-17 04:43:47,8.4518,-62.7268,77.04,91,100,5.03
488,Lastoursville,GA,2021-12-17 04:43:48,-0.8143,12.7287,70.99,99,100,2.21
489,Klyuchi,RU,2021-12-17 04:43:48,52.2667,79.1667,26.74,80,100,16.93
490,Makasar,ID,2021-12-17 04:43:48,-5.14,119.4221,89.65,66,20,8.05
491,Zeya,RU,2021-12-17 04:43:48,53.75,127.2667,-0.83,61,81,2.08
492,Buraydah,SA,2021-12-17 04:43:49,26.326,43.975,59.45,25,95,14.54
493,Sarangani,PH,2021-12-17 04:43:49,5.4033,125.4636,83.37,78,99,13.87
494,Santo Tomas,PH,2021-12-17 04:43:50,14.1079,121.1414,85.59,82,97,12.44
495,Primorsk,UA,2021-12-17 04:43:50,46.7348,36.3443,37.81,90,100,5.57
496,Kenai,US,2021-12-17 04:43:50,60.5544,-151.2583,19.15,92,90,12.66
497,Fez,MA,2021-12-17 04:43:51,34.0372,-4.9998,42.91,75,0,5.75
498,Tairua,NZ,2021-12-17 04:43:51,-37.0167,175.85,69.1,58,5,14.5
499,Vila,PT,2021-12-17 04:43:51,42.0304,-8.1588,41.94,62,73,5.61
500,San Cristobal,VE,2021-12-17 04:44:01,7.7669,-72.225,68.18,94,100,1.19
501,Mahanje,TZ,2021-12-17 04:44:52,-9.9333,35.3333,72.86,70,100,4.97
502,Chokurdakh,RU,2021-12-17 04:44:52,70.6333,147.9167,-27.85,99,65,8.46
503,La Ceiba,HN,2021-12-17 04:40:00,15.7597,-86.7822,71.42,100,40,3.44
504,Waddan,LY,2021-12-17 04:44:52,29.1614,16.139,47.98,76,2,2.89
505,Vestmanna,FO,2021-12-17 04:44:53,62.1564,-7.1664,45.52,100,90,10.36
506,Askiz,RU,2021-12-17 04:44:53,53.1319,90.5264,24.06,81,99,10.09
507,Balabac,PH,2021-12-17 04:44:53,7.9868,117.0645,83.01,76,100,18.92
508,Maniitsoq,GL,2021-12-17 04:44:54,65.4167,-52.9,13.26,69,16,8.16
509,Alcaniz,ES,2021-12-17 04:44:54,41.05,-0.1333,37.74,70,3,2.33
510,Kjollefjord,NO,2021-12-17 04:44:54,70.9457,27.3465,33.62,80,75,9.22
511,Sandakan,MY,2021-12-17 04:44:55,5.8402,118.1179,89.28,66,20,10.36
512,Belmonte,BR,2021-12-17 04:44:55,-15.8631,-38.8828,75.7,88,42,7.09
513,Russell,US,2021-12-17 04:44:55,32.3502,-85.1999,60.51,91,41,1.74
514,Mahibadhoo,MV,2021-12-17 04:44:56,3.7833,72.9667,82.53,75,93,12.48
515,Flin Flon,CA,2021-12-17 04:44:56,54.7682,-101.865,-9.04,94,9,7.29
516,Novosergiyevka,RU,2021-12-17 04:44:56,52.0934,53.6528,26.82,97,100,8.14
517,Montevideo,UY,2021-12-17 04:44:57,-34.8335,-56.1674,65.91,77,75,9.22
518,Ostersund,SE,2021-12-17 04:44:57,63.1792,14.6357,36.61,87,75,19.57
519,Dubai,AE,2021-12-17 04:44:51,25.2582,55.3047,73.22,64,0,3.44
520,Teahupoo,PF,2021-12-17 04:44:58,-17.8333,-149.2667,75.16,78,62,16.15
521,Pacifica,US,2021-12-17 04:43:47,37.6138,-122.4869,50.13,85,1,4.0
522,Concepcion Del Uruguay,AR,2021-12-17 04:44:58,-32.4825,-58.2372,68.99,69,0,1.99
523,Humaita,BR,2021-12-17 04:44:58,-7.5061,-63.0208,73.2,96,66,0.92
524,Liverpool,GB,2021-12-17 04:42:00,53.4106,-2.9779,48.15,76,90,1.14
525,Sabang,ID,2021-12-17 04:44:59,5.8933,95.3214,82.18,74,100,10.67
526,Nueva Loja,EC,2021-12-17 04:44:59,0.0847,-76.8828,71.62,100,97,1.21
527,Sao Borja,BR,2021-12-17 04:45:00,-28.6606,-56.0044,69.94,61,9,7.63
528,Margate,GB,2021-12-17 04:45:00,51.3813,1.3862,49.3,90,4,9.51
529,Kodinsk,RU,2021-12-17 04:45:00,58.6881,99.1844,11.57,91,100,8.32
530,Bogalusa,US,2021-12-17 04:45:01,30.791,-89.8487,68.81,94,90,5.75
531,Tianpeng,CN,2021-12-17 04:45:01,30.9866,103.9393,54.63,36,52,6.24
532,Cabedelo,BR,2021-12-17 04:45:01,-6.9811,-34.8339,79.47,80,6,9.13
533,Teya,RU,2021-12-17 04:45:02,60.3778,92.6267,-1.64,96,99,3.13
534,Ormara,PK,2021-12-17 04:45:02,25.2088,64.6357,68.18,25,1,8.81
535,Jurm,AF,2021-12-17 04:45:02,36.8648,70.8342,28.99,39,0,6.71
536,Viransehir,TR,2021-12-17 04:45:03,37.2353,39.7631,47.91,89,51,6.24
537,Camacha,PT,2021-12-17 04:45:04,33.0833,-16.3333,60.22,72,20,11.5
538,Verkhnevilyuysk,RU,2021-12-17 04:45:04,63.4453,120.3167,-26.3,100,71,0.81
539,Santa Marta,CO,2021-12-17 04:45:04,11.2408,-74.199,82.45,61,100,0.0
540,Brigantine,US,2021-12-17 04:45:05,39.4101,-74.3646,61.27,76,1,16.11
541,Evensk,RU,2021-12-17 04:45:05,61.95,159.2333,-12.3,78,29,9.31
542,Dezhou,CN,2021-12-17 04:46:05,37.4486,116.2925,30.94,12,0,5.86
543,Xudat,AZ,2021-12-17 04:46:06,41.631,48.681,44.76,91,100,1.81
544,Petropavl,KZ,2021-12-17 04:41:47,54.8753,69.1628,26.58,86,90,20.13
545,Nogent-Le-Rotrou,FR,2021-12-17 04:46:06,48.3333,1.0,38.8,94,0,11.01
546,Miandoab,IR,2021-12-17 04:46:06,36.9694,46.1027,41.38,74,100,1.32
547,Auki,SB,2021-12-17 04:46:07,-8.7676,160.7034,83.89,73,100,4.34
548,Noumea,NC,2021-12-17 04:46:07,-22.2763,166.4572,82.38,61,0,11.39
549,Hofn,IS,2021-12-17 04:46:07,64.2539,-15.2082,41.77,86,32,17.34
550,Yumen,CN,2021-12-17 04:46:08,40.2833,97.2,28.24,33,0,27.27
