City_ID,City,Country,Date,Current Description,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
259,Vikhorevka,RU,2021-12-19 20:28:40,few clouds,56.1201,101.1636,-29.61,98,24,2.51
260,Avezzano,IT,2021-12-19 20:28:40,clear sky,42.0402,13.4388,43.45,71,0,2.66
261,Boundiali,CI,2021-12-19 20:28:40,clear sky,9.5217,-6.4869,78.67,19,2,3.2
262,Liverpool,GB,2021-12-19 20:28:22,fog,53.4106,-2.9779,40.44,98,90,5.01
263,Pustoshka,RU,2021-12-19 20:28:41,overcast clouds,56.3355,29.369,26.08,88,100,10.38
264,Latung,PH,2021-12-19 20:28:41,overcast clouds,5.5,120.8833,82.42,78,100,9.4
265,Yekaterinoslavka,RU,2021-12-19 20:28:41,overcast clouds,50.3734,129.1139,-1.53,97,100,8.52
266,Lodwar,KE,2021-12-19 20:28:42,overcast clouds,3.1191,35.5973,83.14,54,100,20.31
267,Rafai,CF,2021-12-19 20:28:42,overcast clouds,4.95,23.9167,76.37,41,98,2.64
268,Yaan,NG,2021-12-19 20:28:42,few clouds,7.3833,8.5667,79.83,24,20,5.26
269,Half Moon Bay,US,2021-12-19 20:28:24,overcast clouds,37.4636,-122.4286,56.41,79,90,1.99
270,Prescott,US,2021-12-19 20:28:43,clear sky,34.54,-112.4685,53.38,34,1,1.01
271,Asfi,MA,2021-12-19 20:28:43,few clouds,32.2994,-9.2372,62.38,82,13,8.7
272,Olafsvik,IS,2021-12-19 20:28:43,overcast clouds,64.8945,-23.7142,43.2,85,100,2.33
273,Skalat,UA,2021-12-19 20:29:44,overcast clouds,49.4273,25.9787,36.45,91,100,16.55
274,Tuatapere,NZ,2021-12-19 20:29:44,broken clouds,-46.1333,167.6833,72.82,56,79,12.1
275,Bakel,SN,2021-12-19 20:29:44,overcast clouds,14.905,-12.4568,86.52,12,97,18.25
276,Celestun,MX,2021-12-19 20:29:45,scattered clouds,20.8667,-90.4,81.27,72,45,10.09
277,Provideniya,RU,2021-12-19 20:29:45,moderate rain,64.3833,-173.3,33.91,100,90,24.61
278,Tual,ID,2021-12-19 20:29:45,overcast clouds,-5.6667,132.75,83.7,70,96,2.91
279,Poum,NC,2021-12-19 20:29:46,scattered clouds,-20.2333,164.0167,79.25,75,41,1.81
280,Butaritari,KI,2021-12-19 20:29:46,overcast clouds,3.0707,172.7902,82.04,74,100,17.69
281,Mehamn,NO,2021-12-19 20:29:46,light snow,71.0357,27.8492,26.69,66,100,11.79
282,Avera,US,2021-12-19 20:29:47,overcast clouds,33.194,-82.5271,69.31,76,99,8.97
283,Halifax,CA,2021-12-19 20:29:17,overcast clouds,44.6453,-63.5724,30.42,92,100,3.0
284,Porto Novo,BJ,2021-12-19 20:29:47,few clouds,6.4965,2.6036,82.22,55,21,5.66
285,Bandarbeyla,SO,2021-12-19 20:29:48,few clouds,9.4942,50.8122,77.63,78,17,14.7
286,Bafoulabe,ML,2021-12-19 20:29:48,broken clouds,13.8065,-10.8321,86.22,16,76,6.15
287,Yamada,JP,2021-12-19 20:29:48,few clouds,39.4667,141.95,32.92,69,12,5.14
288,Uvalde,US,2021-12-19 20:29:49,overcast clouds,29.3669,-99.767,52.18,70,90,6.91
289,Myitkyina,MM,2021-12-19 20:29:49,clear sky,25.3833,97.4,54.93,72,0,2.48
290,Sawai Madhopur,IN,2021-12-19 20:29:49,clear sky,25.9833,76.3667,48.18,25,0,1.12
291,Puerto Cabezas,NI,2021-12-19 20:29:50,broken clouds,14.0351,-83.3888,84.16,84,75,11.5
292,Sapu,CN,2021-12-19 20:29:50,overcast clouds,36.174,107.7082,33.87,26,98,4.18
293,Tiksi,RU,2021-12-19 20:29:50,overcast clouds,71.6872,128.8694,-18.9,100,100,5.46
294,Biak,ID,2021-12-19 20:29:51,overcast clouds,-0.9131,122.8766,76.39,85,90,3.6
295,Mariental,NA,2021-12-19 20:29:51,scattered clouds,-24.6333,17.9667,79.12,12,36,5.19
296,Deputatskiy,RU,2021-12-19 20:29:51,overcast clouds,69.3,139.9,-41.85,97,87,5.79
297,Palmer,US,2021-12-19 20:29:52,broken clouds,42.1584,-72.3287,33.48,65,75,8.01
298,Triesen,LI,2021-12-19 20:29:52,clear sky,47.1,9.5333,36.99,93,2,7.09
299,Hervey Bay,AU,2021-12-19 20:29:52,few clouds,-25.2986,152.8535,73.51,75,22,4.81
300,Linares,CL,2021-12-19 20:29:53,clear sky,-35.85,-71.6,97.68,7,0,7.83
301,Mnogovershinnyy,RU,2021-12-19 20:29:53,few clouds,53.9353,139.9242,-17.19,86,13,5.64
302,Bilma,NE,2021-12-19 20:29:53,clear sky,18.6853,12.9164,61.99,25,0,10.96
303,Pandan,PH,2021-12-19 20:29:54,overcast clouds,14.0453,124.1694,78.1,90,100,8.5
304,Luena,AO,2021-12-19 20:29:54,overcast clouds,-11.7833,19.9167,65.59,76,95,2.33
305,Trinidad,BO,2021-12-19 20:29:54,overcast clouds,-14.8333,-64.9,76.98,94,90,3.44
306,Parfino,RU,2021-12-19 20:29:59,overcast clouds,57.9731,31.6481,19.72,92,100,10.09
307,Carnarvon,AU,2021-12-19 20:29:59,clear sky,-24.8667,113.6333,71.67,78,0,17.27
308,Rawson,AR,2021-12-19 20:29:59,few clouds,-43.3002,-65.1023,80.89,39,20,21.85
309,General Roca,AR,2021-12-19 20:30:00,clear sky,-39.0333,-67.5833,93.6,13,0,4.85
310,Puerto El Triunfo,SV,2021-12-19 20:30:00,few clouds,13.2833,-88.55,97.66,60,22,8.81
311,Yerofey Pavlovich,RU,2021-12-19 20:30:00,overcast clouds,53.9667,121.9667,-6.81,96,100,6.96
312,Labrea,BR,2021-12-19 20:30:01,overcast clouds,-7.2586,-64.7981,77.7,93,100,0.92
313,Kumba,CM,2021-12-19 20:30:01,few clouds,4.6363,9.4469,76.51,77,22,3.38
314,Kavaratti,IN,2021-12-19 20:30:02,clear sky,10.5669,72.642,81.21,64,0,4.52
315,Opuwo,NA,2021-12-19 20:30:02,broken clouds,-18.0607,13.84,74.07,34,78,9.28
316,Torbay,CA,2021-12-19 20:30:03,few clouds,47.6666,-52.7314,23.68,75,20,12.66
317,Camacha,PT,2021-12-19 20:30:04,light rain,33.0833,-16.3333,65.53,82,40,18.41
318,Yerbogachen,RU,2021-12-19 20:30:04,broken clouds,61.2767,108.0108,-42.72,99,64,3.29
319,Dovers,VC,2021-12-19 20:31:05,scattered clouds,12.8833,-61.1833,80.19,73,46,22.64
320,Taksimo,RU,2021-12-19 20:31:06,overcast clouds,56.3444,114.8794,-23.12,88,93,5.35
321,Seoul,KR,2021-12-19 20:28:05,scattered clouds,37.5683,126.9778,43.21,80,40,6.91
322,College,US,2021-12-19 20:31:06,light snow,64.8569,-147.8028,19.06,87,90,3.44
323,Kirakira,SB,2021-12-19 20:31:06,overcast clouds,-10.4544,161.9205,81.66,77,96,1.81
324,Edzell,GB,2021-12-19 20:31:07,overcast clouds,56.8095,-2.6549,41.0,87,100,3.91
325,Goderich,CA,2021-12-19 20:31:07,overcast clouds,43.7501,-81.7165,28.9,74,100,6.91
326,Araouane,ML,2021-12-19 20:31:07,overcast clouds,18.9048,-3.5265,72.64,16,89,9.86
327,Riyadh,SA,2021-12-19 20:26:30,overcast clouds,24.6877,46.7219,68.14,40,100,11.16
328,Tecoanapa,MX,2021-12-19 20:31:08,scattered clouds,16.5167,-98.75,85.21,61,28,10.02
329,Nador,MA,2021-12-19 20:31:08,scattered clouds,35.174,-2.9287,59.25,82,40,4.61
330,Pangnirtung,CA,2021-12-19 20:31:09,light snow,66.1451,-65.7125,14.0,79,90,0.0
331,Marquette,US,2021-12-19 20:31:09,overcast clouds,46.5333,-87.6335,25.34,67,100,12.39
332,Capreol,CA,2021-12-19 20:27:02,clear sky,46.706,-80.9225,15.55,61,1,2.3
333,Gobabis,NA,2021-12-19 20:31:09,overcast clouds,-22.45,18.9667,68.79,65,98,13.13
334,Yumen,CN,2021-12-19 20:31:10,clear sky,40.2833,97.2,25.92,23,0,15.55
335,Dalbandin,PK,2021-12-19 20:31:10,clear sky,28.8947,64.4101,56.25,20,5,0.72
336,Svetlaya,RU,2021-12-19 20:31:10,few clouds,46.5389,138.3297,6.98,71,15,6.46
337,Palu,ID,2021-12-19 20:31:11,broken clouds,-0.8917,119.8707,74.84,96,83,2.53
338,Arlit,NE,2021-12-19 20:31:11,clear sky,18.7369,7.3853,63.45,21,0,8.86
339,Vichuga,RU,2021-12-19 20:31:12,light snow,57.2128,41.9301,20.89,94,100,12.57
340,Kimbe,PG,2021-12-19 20:31:12,overcast clouds,-5.5502,150.1429,77.18,89,100,2.71
341,Ibra,OM,2021-12-19 20:31:12,scattered clouds,22.6906,58.5334,61.86,68,34,0.85
342,Calabar,NG,2021-12-19 20:31:12,few clouds,4.9517,8.322,79.54,68,18,0.87
343,Baykit,RU,2021-12-19 20:31:13,few clouds,61.67,96.37,-32.51,97,18,2.24
344,Port Augusta,AU,2021-12-19 20:31:13,clear sky,-32.5,137.7667,55.54,58,2,11.81
345,Pasinler,TR,2021-12-19 20:31:13,light rain,39.9803,41.6764,34.79,96,96,0.98
346,Fort Nelson,CA,2021-12-19 20:31:14,scattered clouds,58.8053,-122.7002,-17.01,76,40,3.44
347,Medvezhyegorsk,RU,2021-12-19 20:31:14,overcast clouds,62.9167,34.4667,3.67,91,98,12.1
348,Vila Velha,BR,2021-12-19 20:27:40,light intensity drizzle,-20.3297,-40.2925,71.55,89,90,5.99
349,Narsaq,GL,2021-12-19 20:31:15,overcast clouds,60.9167,-46.05,39.88,46,100,26.51
350,Kamenka,RU,2021-12-19 20:31:15,snow,51.3223,42.7678,30.74,97,100,20.15
351,Warrington,GB,2021-12-19 20:30:00,fog,53.3925,-2.5802,40.62,98,90,1.99
352,Havre-Saint-Pierre,CA,2021-12-19 20:31:15,few clouds,50.2334,-63.5986,19.4,62,20,10.36
353,Pointe Michel,DM,2021-12-19 20:31:16,few clouds,15.25,-61.3833,83.34,51,20,5.75
354,Tura,IN,2021-12-19 20:31:16,clear sky,25.5198,90.2201,52.0,58,0,3.09
355,Sorland,NO,2021-12-19 20:31:16,overcast clouds,67.667,12.6934,35.67,58,100,26.17
356,Torrington,US,2021-12-19 20:30:54,scattered clouds,41.8007,-73.1212,33.13,77,50,8.01
357,Majene,ID,2021-12-19 20:31:17,overcast clouds,-3.5403,118.9707,77.61,82,100,4.27
358,Codrington,AU,2021-12-19 20:31:17,scattered clouds,-38.2667,141.9667,58.64,62,40,17.02
359,Kalmunai,LK,2021-12-19 20:31:17,scattered clouds,7.4167,81.8167,75.38,82,31,8.61
360,Dalvik,IS,2021-12-19 20:31:18,overcast clouds,65.9702,-18.5286,42.73,84,100,10.8
361,Edgewater,US,2021-12-19 20:26:46,broken clouds,28.9889,-80.9023,86.09,65,75,11.5
362,Thunder Bay,CA,2021-12-19 20:27:11,light snow,48.4001,-89.3168,25.56,86,90,4.61
363,Geraldton,AU,2021-12-19 20:31:14,clear sky,-28.7667,114.6,57.61,82,0,6.91
364,Jiutai,CN,2021-12-19 20:31:19,scattered clouds,44.1525,125.8328,19.74,71,43,11.65
365,Lutry,CH,2021-12-19 20:31:19,few clouds,46.5024,6.6865,37.04,91,14,1.97
366,Kasempa,ZM,2021-12-19 20:32:19,overcast clouds,-13.4584,25.8338,64.35,94,100,4.34
367,Fonte Boa,BR,2021-12-19 20:32:20,overcast clouds,-2.4959,-66.2662,84.52,76,95,2.24
368,Vila,PT,2021-12-19 20:32:20,scattered clouds,42.0304,-8.1588,47.28,80,44,6.67
369,Lynn Haven,US,2021-12-19 20:32:20,overcast clouds,30.2455,-85.6483,67.98,84,90,5.01
370,Tsabong,BW,2021-12-19 20:32:21,scattered clouds,-26.0217,22.401,77.49,48,46,22.15
371,Gimli,CA,2021-12-19 20:32:21,overcast clouds,50.6336,-96.9907,17.62,79,100,14.97
372,Abancay,PE,2021-12-19 20:32:21,overcast clouds,-13.6339,-72.8814,74.46,46,100,6.6
373,Salamiyah,SY,2021-12-19 20:32:22,clear sky,35.0113,37.0532,49.17,63,1,13.06
374,Zhangjiakou,CN,2021-12-19 20:32:22,clear sky,40.81,114.8794,25.2,52,0,5.01
375,Alekseyevsk,RU,2021-12-19 20:32:23,broken clouds,57.8406,108.3492,-50.67,100,79,1.14
376,Nabire,ID,2021-12-19 20:32:23,overcast clouds,-3.3667,135.4833,74.79,89,85,3.42
377,Sibolga,ID,2021-12-19 20:32:23,overcast clouds,1.7427,98.7792,74.41,88,100,3.31
378,Diego De Almagro,CL,2021-12-19 20:32:24,overcast clouds,-26.3667,-70.05,76.64,35,85,14.25
379,Nouadhibou,MR,2021-12-19 20:32:24,overcast clouds,20.931,-17.0347,66.18,88,98,8.05
380,Komsomolskiy,UZ,2021-12-19 20:32:24,mist,40.4272,71.7189,44.02,75,100,9.22
381,Kjollefjord,NO,2021-12-19 20:32:25,light snow,70.9457,27.3465,28.45,66,100,10.16
382,Dongying,CN,2021-12-19 20:32:25,scattered clouds,37.4564,118.4856,35.47,51,32,5.37
383,Rock Sound,BS,2021-12-19 20:32:25,clear sky,24.9,-76.2,78.84,70,1,10.76
384,Saint-Pierre,RE,2021-12-19 20:32:26,light rain,-21.3393,55.4781,80.28,68,90,2.3
385,Methala,IN,2021-12-19 20:32:26,broken clouds,10.2166,76.2166,75.2,82,75,3.44
386,Morros,BR,2021-12-19 20:32:26,overcast clouds,-9.4467,-46.3003,74.21,90,99,5.1
387,Gravelbourg,CA,2021-12-19 20:32:27,overcast clouds,49.8834,-106.5512,5.27,86,96,17.02
388,Kahului,US,2021-12-19 20:32:27,light rain,20.8947,-156.47,77.02,83,40,12.66
389,Beidao,CN,2021-12-19 20:32:27,scattered clouds,34.5686,105.8933,33.1,44,33,1.34
390,Karratha,AU,2021-12-19 20:32:28,few clouds,-20.7377,116.8463,90.79,27,12,6.13
391,Nhulunbuy,AU,2021-12-19 20:32:28,scattered clouds,-12.2333,136.7667,83.01,78,40,3.44
392,Dudinka,RU,2021-12-19 20:32:14,broken clouds,69.4058,86.1778,-45.18,100,66,1.7
393,Garhakota,IN,2021-12-19 20:32:29,clear sky,23.7667,79.15,47.77,31,0,1.57
394,Dharchula,IN,2021-12-19 20:32:29,clear sky,29.85,80.5333,42.26,26,0,9.8
395,La Union,PE,2021-12-19 20:32:29,overcast clouds,-5.4,-80.75,78.19,58,88,11.43
396,Samarai,PG,2021-12-19 20:32:30,overcast clouds,-10.6167,150.6667,81.5,76,100,7.85
397,Tromso,NO,2021-12-19 20:32:30,light snow,69.6496,18.957,26.62,80,40,3.44
398,Ambulu,ID,2021-12-19 20:32:30,overcast clouds,-8.345,113.6058,77.72,91,100,2.86
399,Walvis Bay,NA,2021-12-19 20:32:31,clear sky,-22.9575,14.5053,65.08,72,7,6.91
400,Namibe,AO,2021-12-19 20:32:31,broken clouds,-15.1961,12.1522,70.52,68,73,8.72
401,Konya,TR,2021-12-19 20:32:31,overcast clouds,38.1667,32.5,24.28,95,100,2.91
402,Necochea,AR,2021-12-19 20:30:05,clear sky,-38.5473,-58.7368,75.04,59,0,11.77
403,Bosaso,SO,2021-12-19 20:32:32,few clouds,11.2842,49.1816,75.58,80,20,4.72
404,Beyneu,KZ,2021-12-19 20:32:32,overcast clouds,45.3167,55.2,38.57,89,100,7.74
405,Irbil,IQ,2021-12-19 20:32:32,scattered clouds,36.1926,44.0106,53.42,66,40,4.61
406,Aklavik,CA,2021-12-19 20:32:33,broken clouds,68.2191,-135.0107,-8.57,84,75,4.61
407,Labuhan,ID,2021-12-19 20:32:33,moderate rain,-6.8844,112.2051,79.99,81,100,3.58
408,Cozumel,MX,2021-12-19 20:32:33,broken clouds,20.5083,-86.9458,84.27,89,75,8.05
409,Peleduy,RU,2021-12-19 20:32:34,overcast clouds,59.6289,112.7406,-39.66,98,100,3.11
410,Padang,ID,2021-12-19 20:32:34,light rain,-0.9492,100.3543,76.28,87,100,3.15
411,Catuday,PH,2021-12-19 20:32:34,overcast clouds,16.2923,119.8062,75.72,84,95,12.46
412,Arrecife,ES,2021-12-19 20:33:35,broken clouds,28.963,-13.5477,66.18,88,75,11.5
413,Qui Nhon,VN,2021-12-19 20:33:35,overcast clouds,13.7667,109.2333,72.32,84,99,3.96
414,Pangkalanbuun,ID,2021-12-19 20:33:36,moderate rain,-2.6833,111.6167,73.74,98,93,2.62
415,Kantilo,IN,2021-12-19 20:33:36,clear sky,20.35,85.1833,58.86,70,0,2.98
416,Gigmoto,PH,2021-12-19 20:33:36,broken clouds,13.7796,124.39,78.58,89,67,7.45
417,Amapa,BR,2021-12-19 20:33:37,broken clouds,1.0,-52.0,81.86,69,57,3.15
418,Dingle,PH,2021-12-19 20:33:37,scattered clouds,10.9995,122.6711,75.04,92,30,6.85
419,Chernyshevskiy,RU,2021-12-19 20:33:38,overcast clouds,63.0128,112.4714,-46.93,100,85,2.55
420,Gold Coast,AU,2021-12-19 20:33:05,broken clouds,-28.0,153.4333,75.27,81,58,5.01
421,Dunedin,NZ,2021-12-19 20:33:38,overcast clouds,-45.8742,170.5036,66.79,46,100,14.74
422,Beboto,TD,2021-12-19 20:33:38,clear sky,8.2668,16.939,72.3,30,0,4.99
423,Douglas,US,2021-12-19 20:31:05,clear sky,41.3,-96.167,39.07,48,1,8.99
424,Skjervoy,NO,2021-12-19 20:32:23,snow,70.0311,20.9714,15.8,66,35,6.62
425,Ekibastuz,KZ,2021-12-19 20:33:39,overcast clouds,51.6667,75.3667,32.81,86,99,15.37
426,Hokitika,NZ,2021-12-19 20:33:39,broken clouds,-42.7167,170.9667,60.98,81,84,8.63
427,Lithakia,GR,2021-12-19 20:33:40,clear sky,37.7167,20.8333,42.58,55,1,7.9
428,Atbasar,KZ,2021-12-19 20:33:40,overcast clouds,51.8,68.3333,20.07,95,100,11.3
429,Ponta Delgada,PT,2021-12-19 20:33:40,scattered clouds,37.7333,-25.6667,61.52,82,40,13.8
430,Kenora,CA,2021-12-19 20:31:18,light shower snow,49.8167,-94.4337,19.38,86,90,17.27
431,Hamilton,US,2021-12-19 20:33:41,overcast clouds,39.1834,-84.5333,38.64,70,90,1.01
432,Sogne,NO,2021-12-19 20:33:41,clear sky,58.0833,7.8167,35.69,73,2,6.58
433,Gorontalo,ID,2021-12-19 20:33:42,overcast clouds,0.5412,123.0595,74.28,93,100,3.91
434,Yucca Valley,US,2021-12-19 20:31:33,clear sky,34.1142,-116.4322,64.18,30,0,4.0
435,Cabot,US,2021-12-19 20:29:09,clear sky,34.9745,-92.0165,44.78,60,1,6.91
436,Pavlodar,KZ,2021-12-19 20:33:43,overcast clouds,52.3,76.95,33.6,86,90,15.66
437,Fairbanks,US,2021-12-19 20:33:43,light snow,64.8378,-147.7164,18.25,87,90,3.44
438,Lalmohan,BD,2021-12-19 20:33:43,clear sky,22.3384,90.7419,60.96,47,0,13.15
439,Neiafu,TO,2021-12-19 20:33:44,few clouds,-18.65,-173.9833,83.08,78,20,10.36
440,Llallagua,BO,2021-12-19 20:33:44,overcast clouds,-18.4167,-66.6333,47.62,78,100,9.64
441,Nuristan,AF,2021-12-19 20:33:44,scattered clouds,35.3,70.8333,17.8,49,34,8.55
442,Ust-Kulom,RU,2021-12-19 20:33:45,overcast clouds,61.6864,53.6902,3.15,95,100,7.38
443,Abu Dhabi,AE,2021-12-19 20:33:45,clear sky,24.4667,54.3667,71.96,74,0,3.44
444,Madera,US,2021-12-19 20:33:45,clear sky,37.1666,-119.8343,64.0,45,3,1.01
445,Saldanha,ZA,2021-12-19 20:33:46,overcast clouds,-33.0117,17.9442,75.25,81,100,7.25
446,Malanje,AO,2021-12-19 20:33:46,overcast clouds,-9.5402,16.341,66.24,92,95,0.76
447,Pisco,PE,2021-12-19 20:33:46,mist,-13.7,-76.2167,70.02,83,75,9.22
448,Alegrete,BR,2021-12-19 20:33:47,few clouds,-29.7831,-55.7919,101.61,20,22,6.11
449,Saint-Leu,RE,2021-12-19 20:33:47,light rain,-21.15,55.2833,79.66,88,90,6.4
450,La Sarre,CA,2021-12-19 20:30:06,few clouds,48.8002,-79.1996,7.77,73,19,3.78
451,Mozarlandia,BR,2021-12-19 20:33:47,moderate rain,-14.7447,-50.5706,81.05,83,61,1.83
452,Ulaangom,MN,2021-12-19 20:31:07,overcast clouds,49.9811,92.0667,-5.22,92,100,2.15
453,Kamennomostskoye,RU,2021-12-19 20:33:48,overcast clouds,43.7372,43.0514,27.48,75,99,5.19
454,Nokaneng,BW,2021-12-19 20:33:48,overcast clouds,-19.6667,22.2667,73.69,65,98,5.59
455,Santa Rosa,PH,2021-12-19 20:33:48,broken clouds,14.3122,121.1114,76.98,94,79,7.16
456,Gorahun,SL,2021-12-19 20:33:49,scattered clouds,7.4661,-11.2375,77.32,82,44,3.74
457,Cap Malheureux,MU,2021-12-19 20:34:49,clear sky,-19.9842,57.6142,79.47,76,6,6.64
458,Inverell,AU,2021-12-19 20:34:50,overcast clouds,-29.7833,151.1167,74.1,69,100,5.01
459,Broome,US,2021-12-19 20:34:50,overcast clouds,42.2506,-75.833,28.62,76,90,4.0
460,Gamovo,RU,2021-12-19 20:34:50,light snow,57.8652,56.1056,6.42,85,90,4.47
461,Akyab,MM,2021-12-19 20:34:51,clear sky,20.15,92.9,65.91,78,0,7.31
462,Pathein,MM,2021-12-19 20:34:51,few clouds,16.7833,94.7333,69.19,92,14,4.41
463,Gairo,IT,2021-12-19 20:34:51,clear sky,39.8497,9.5047,40.21,55,0,5.32
464,Meulaboh,ID,2021-12-19 20:34:51,overcast clouds,4.1363,96.1285,75.81,89,98,8.9
465,Teya,RU,2021-12-19 20:34:52,scattered clouds,60.3778,92.6267,-36.27,98,25,1.88
466,Moron,AR,2021-12-19 20:34:52,clear sky,-34.6534,-58.6198,93.02,41,0,5.01
467,Rioja,AR,2021-12-19 20:34:52,overcast clouds,-29.4111,-66.8507,96.03,28,88,4.56
468,Kashi,CN,2021-12-19 20:34:53,broken clouds,39.4547,75.9797,22.21,63,64,8.95
469,Auki,SB,2021-12-19 20:34:53,overcast clouds,-8.7676,160.7034,78.35,85,100,3.11
470,Muswellbrook,AU,2021-12-19 20:34:53,scattered clouds,-32.2667,150.9,67.24,56,34,1.9
471,Shelburne,CA,2021-12-19 20:33:08,broken clouds,44.0787,-80.2041,24.76,75,79,4.07
472,Kuzino,RU,2021-12-19 20:34:54,light snow,57.0224,59.4412,21.4,96,100,3.8
473,Zamberk,CZ,2021-12-19 20:34:54,moderate rain,50.086,16.4674,41.34,94,100,13.2
474,Tigil,RU,2021-12-19 20:34:55,overcast clouds,57.8,158.6667,-15.32,98,99,2.64
475,Byron Bay,AU,2021-12-19 20:34:55,broken clouds,-28.65,153.6167,75.15,76,58,11.56
476,Inhambane,MZ,2021-12-19 20:34:55,overcast clouds,-23.865,35.3833,72.3,78,100,5.95
477,Yeppoon,AU,2021-12-19 20:34:56,few clouds,-23.1333,150.7333,74.98,69,14,8.77
478,Graham,US,2021-12-19 20:34:56,overcast clouds,47.0529,-122.2943,44.02,93,90,0.0
479,Jupiter,US,2021-12-19 20:32:46,few clouds,26.9342,-80.0942,87.04,80,17,1.99
480,Tautira,PF,2021-12-19 20:34:57,light rain,-17.7333,-149.15,84.22,77,27,13.82
481,Washington,US,2021-12-19 20:33:58,overcast clouds,47.5001,-120.5015,34.29,86,100,2.01
482,Port Elizabeth,ZA,2021-12-19 20:34:57,scattered clouds,-33.918,25.5701,68.09,87,39,14.74
483,Mikkeli,FI,2021-12-19 20:34:57,light snow,61.6886,27.2723,19.51,73,90,6.91
484,Perivolion,GR,2021-12-19 20:34:58,clear sky,39.4206,20.0147,46.99,42,0,4.07
485,Djambala,CG,2021-12-19 20:34:58,overcast clouds,-2.5447,14.7533,74.14,73,100,2.39
486,Kontagora,NG,2021-12-19 20:34:58,few clouds,10.3999,5.4695,74.88,23,11,8.79
487,Tonantins,BR,2021-12-19 20:34:59,overcast clouds,-2.8731,-67.8022,82.06,92,87,1.74
488,Ola,RU,2021-12-19 20:33:11,overcast clouds,59.5833,151.2833,-5.75,82,100,9.4
489,Athabasca,CA,2021-12-19 20:32:35,overcast clouds,54.7169,-113.2854,8.42,86,91,11.65
490,Margate,GB,2021-12-19 20:30:27,overcast clouds,51.3813,1.3862,44.31,96,100,3.0
491,Carutapera,BR,2021-12-19 20:34:59,overcast clouds,-1.195,-46.02,80.92,76,100,8.1
492,Slave Lake,CA,2021-12-19 20:35:00,overcast clouds,55.2834,-114.769,12.18,79,90,21.85
493,Sola,VU,2021-12-19 20:35:00,overcast clouds,-13.8833,167.55,80.49,77,96,5.26
494,Itarema,BR,2021-12-19 20:35:00,broken clouds,-2.9248,-39.9167,81.14,72,64,14.56
495,Smidovich,RU,2021-12-19 20:35:01,overcast clouds,48.6,133.8167,-8.3,98,100,2.46
496,Uporovo,RU,2021-12-19 20:35:01,overcast clouds,56.3109,66.2693,18.84,96,100,8.86
497,Stavern,NO,2021-12-19 20:35:01,clear sky,59.0,10.0333,38.35,63,0,12.95
498,Gannan,CN,2021-12-19 20:35:02,overcast clouds,47.9147,123.5031,8.29,90,100,2.8
499,Launceston,AU,2021-12-19 20:35:02,broken clouds,-41.45,147.1667,56.8,73,75,5.01
500,Rocha,UY,2021-12-19 20:35:03,scattered clouds,-34.4833,-54.3333,78.55,52,25,15.88
501,Fortuna,US,2021-12-19 20:35:03,scattered clouds,40.5982,-124.1573,55.98,64,40,8.01
502,Aviles,ES,2021-12-19 20:36:03,clear sky,43.5547,-5.9248,49.93,84,0,1.01
503,Constitucion,CL,2021-12-19 20:36:04,scattered clouds,-35.3333,-72.4167,68.68,62,29,17.18
504,Moanda,GA,2021-12-19 20:36:04,overcast clouds,-1.5575,13.2178,76.6,78,100,1.01
505,Nelspruit,ZA,2021-12-19 20:36:05,overcast clouds,-25.4745,30.9703,61.95,100,100,4.61
506,Abha,SA,2021-12-19 20:36:05,clear sky,18.2164,42.5053,57.02,82,0,4.61
507,Ostrovnoy,RU,2021-12-19 20:36:06,snow,68.0531,39.5131,19.18,89,100,11.12
508,Kjopsvik,NO,2021-12-19 20:36:06,scattered clouds,68.097,16.3742,35.17,87,28,4.38
509,Uruguaiana,BR,2021-12-19 20:36:06,scattered clouds,-29.7547,-57.0883,98.53,34,40,11.5
510,Rio Gallegos,AR,2021-12-19 20:35:13,scattered clouds,-51.6226,-69.2181,60.85,18,40,37.98
511,Melioratorov,RU,2021-12-19 20:36:07,light shower snow,57.2107,65.6077,26.98,93,90,13.42
512,Biograd Na Moru,HR,2021-12-19 20:36:07,clear sky,43.9433,15.4519,42.76,82,0,8.68
513,Sept-Iles,CA,2021-12-19 20:35:01,broken clouds,50.2001,-66.3821,20.05,64,75,4.0
514,Lasa,IT,2021-12-19 20:36:08,clear sky,46.6166,10.7002,40.08,55,2,6.85
515,Plouzane,FR,2021-12-19 20:31:47,overcast clouds,48.3833,-4.6167,41.32,97,90,9.22
516,Chipinge,ZW,2021-12-19 20:36:08,overcast clouds,-20.1883,32.6236,61.95,83,100,3.53
517,Lorengau,PG,2021-12-19 20:36:08,scattered clouds,-2.0226,147.2712,81.77,83,50,10.33
518,Yoichi,JP,2021-12-19 20:36:09,light snow,43.2039,140.7703,22.23,73,100,14.97
519,Chihuahua,MX,2021-12-19 20:36:09,few clouds,28.5,-106.0,49.03,51,19,5.5
520,Caxito,AO,2021-12-19 20:36:09,scattered clouds,-8.5785,13.6643,77.65,91,47,1.41
521,Matara,LK,2021-12-19 20:36:10,broken clouds,5.9485,80.5353,75.81,87,68,3.15
522,Prince Rupert,CA,2021-12-19 20:31:19,clear sky,54.3161,-130.3201,33.49,81,1,5.75
523,Coihueco,CL,2021-12-19 20:31:56,clear sky,-36.6167,-71.8333,90.34,17,0,6.91
